2026-05-17 21:19:20,684 | INFO     | chat_module          | ChatModule init
2026-05-17 21:20:23,595 | DEBUG    | httpcore.connection  | connect_tcp.started host='huggingface.co' port=443 local_address=None timeout=10 socket_options=None
2026-05-17 21:20:23,630 | DEBUG    | httpcore.connection  | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7ba66c0e8df0>
2026-05-17 21:20:23,630 | DEBUG    | httpcore.connection  | start_tls.started ssl_context=<ssl.SSLContext object at 0x7ba678bb2e40> server_hostname='huggingface.co' timeout=10
2026-05-17 21:20:23,672 | DEBUG    | httpcore.connection  | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7ba66c0e8e50>
2026-05-17 21:20:23,672 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-17 21:20:23,673 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 21:20:23,673 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-17 21:20:23,673 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 21:20:23,674 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-17 21:20:23,836 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 307, b'Temporary Redirect', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'280'), (b'Connection', b'keep-alive'), (b'Date', b'Sun, 17 May 2026 18:20:23 GMT'), (b'Location', b'/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/generation_config.json?%2FQwen%2FQwen3-4B-Instruct-2507%2Fresolve%2Fmain%2Fgeneration_config.json=&etag=%22432531a002c181a19de338313d2375e9d7494d7e%22'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a0a06e7-13d9392456ba03d97bd7bc3c;e77d97d8-4049-4f19-9014-022350e8c977'), (b'RateLimit', b'"resolvers";r=4993;t=32'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Vary', b'Origin, Accept'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'HIT'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'generation_config.json; filename="generation_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'X-Linked-ETag', b'"432531a002c181a19de338313d2375e9d7494d7e"'), (b'X-Cache', b'Miss from cloudfront'), (b'Via', b'1.1 7d287cb7ea5225b8d6559a32aee5ce72.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'ARN53-P3'), (b'X-Amz-Cf-Id', b'Vbl85gNge88kjUNOX7FscCQaEg08ZXfgZMDVWrqqXGgbiQ1n11blNg==')])
2026-05-17 21:20:23,837 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507/resolve/main/generation_config.json "HTTP/1.1 307 Temporary Redirect"
2026-05-17 21:20:24,110 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-17 21:20:24,110 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 21:20:24,110 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 21:20:24,111 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 21:20:24,112 | DEBUG    | httpcore.http11      | send_request_headers.started request=<Request [b'HEAD']>
2026-05-17 21:20:24,112 | DEBUG    | httpcore.http11      | send_request_headers.complete
2026-05-17 21:20:24,113 | DEBUG    | httpcore.http11      | send_request_body.started request=<Request [b'HEAD']>
2026-05-17 21:20:24,113 | DEBUG    | httpcore.http11      | send_request_body.complete
2026-05-17 21:20:24,113 | DEBUG    | httpcore.http11      | receive_response_headers.started request=<Request [b'HEAD']>
2026-05-17 21:20:24,172 | DEBUG    | httpcore.http11      | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'text/plain; charset=utf-8'), (b'Content-Length', b'238'), (b'Connection', b'keep-alive'), (b'Date', b'Sun, 17 May 2026 10:59:01 GMT'), (b'ETag', b'"432531a002c181a19de338313d2375e9d7494d7e"'), (b'X-Powered-By', b'huggingface-moon'), (b'X-Request-Id', b'Root=1-6a099f75-55bcfb3f163e5aee38389dbf;2960ff9a-d370-4570-b75e-bc0443bfab94'), (b'RateLimit', b'"resolvers";r=4995;t=114'), (b'RateLimit-Policy', b'"fixed window";"resolvers";q=5000;w=300'), (b'cross-origin-opener-policy', b'same-origin'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Access-Control-Max-Age', b'86400'), (b'Access-Control-Allow-Origin', b'https://huggingface.co'), (b'Access-Control-Expose-Headers', b'X-Repo-Commit,X-Request-Id,X-Error-Code,X-Error-Message,X-Total-Count,ETag,Link,Accept-Ranges,Content-Range,X-Linked-Size,X-Linked-ETag,X-Xet-Hash'), (b'X-Repo-Commit', b'cdbee75f17c01a7cc42f958dc650907174af0554'), (b'Accept-Ranges', b'bytes'), (b'X-Hub-Cache', b'MISS'), (b'Content-Disposition', b'inline; filename*=UTF-8\'\'generation_config.json; filename="generation_config.json";'), (b'Content-Security-Policy', b"default-src 'none'; sandbox"), (b'Vary', b'Origin'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 7d287cb7ea5225b8d6559a32aee5ce72.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'ARN53-P3'), (b'X-Amz-Cf-Id', b'fh_X0ZmGhNMc_9QSbIEO67nrzcmV96lF42_AvrLcbHwzQwXwy9FBYA=='), (b'Age', b'26483')])
2026-05-17 21:20:24,173 | INFO     | httpx                | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-4B-Instruct-2507/cdbee75f17c01a7cc42f958dc650907174af0554/generation_config.json "HTTP/1.1 200 OK"
2026-05-17 21:20:24,173 | DEBUG    | httpcore.http11      | receive_response_body.started request=<Request [b'HEAD']>
2026-05-17 21:20:24,174 | DEBUG    | httpcore.http11      | receive_response_body.complete
2026-05-17 21:20:24,174 | DEBUG    | httpcore.http11      | response_closed.started
2026-05-17 21:20:24,174 | DEBUG    | httpcore.http11      | response_closed.complete
2026-05-17 21:20:24,345 | WARNING  | accelerate.big_modeling | Some parameters are on the meta device because they were offloaded to the cpu and disk.
2026-05-17 21:20:24,404 | INFO     | side_llm_pipeline.models.Qwen_Qwen3_4B_Instruct_2507.model | Qwen model loaded successfully
2026-05-17 21:20:24,405 | INFO     | side_llm_pipeline.side_model | Qwen3 model loaded
2026-05-17 21:20:24,405 | INFO     | chat_module          | Chat model loaded
2026-05-17 21:20:24,405 | INFO     | server               | Chat service initialized
2026-05-17 21:20:24,571 | INFO     | uvicorn.error        | Started server process [6657]
2026-05-17 21:20:24,582 | INFO     | uvicorn.error        | Waiting for application startup.
2026-05-17 21:20:24,583 | INFO     | uvicorn.error        | Application startup complete.
2026-05-17 21:20:24,584 | INFO     | uvicorn.error        | Uvicorn running on http://127.0.0.1:8001 (Press CTRL+C to quit)
2026-05-17 21:20:56,074 | INFO     | server               | Chat request | context_len=1
2026-05-17 21:20:56,075 | INFO     | chat_module          | Chat call | context_len=1
2026-05-17 21:20:56,075 | INFO     | side_llm_pipeline.side_model | SideModel call | context_len=1
2026-05-17 21:20:56,076 | ERROR    | side_llm_pipeline.side_model | SideModel error: TypeError: can only concatenate str (not "NoneType") to str
Traceback (most recent call last):
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 64, in __call__
    promt = self._preprocess(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 37, in _preprocess
    final_context += self._distribute_roller(con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 46, in _distribute_roller
    promt += self._get_role_info(role, con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 58, in _get_role_info
    print(role + '\n' + con_el[role] + '\n')
TypeError: can only concatenate str (not "NoneType") to str
2026-05-17 21:20:56,093 | ERROR    | chat_module          | Chat error: TypeError: can only concatenate str (not "NoneType") to str
Traceback (most recent call last):
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/chat_module.py", line 19, in __call__
    result = self.model(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 64, in __call__
    promt = self._preprocess(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 37, in _preprocess
    final_context += self._distribute_roller(con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 46, in _distribute_roller
    promt += self._get_role_info(role, con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 58, in _get_role_info
    print(role + '\n' + con_el[role] + '\n')
TypeError: can only concatenate str (not "NoneType") to str
2026-05-17 21:20:56,094 | ERROR    | server               | Chat generate error: TypeError: can only concatenate str (not "NoneType") to str
Traceback (most recent call last):
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/server.py", line 32, in generate_chat_response
    result = chat(context.context)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/chat_module.py", line 19, in __call__
    result = self.model(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 64, in __call__
    promt = self._preprocess(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 37, in _preprocess
    final_context += self._distribute_roller(con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 46, in _distribute_roller
    promt += self._get_role_info(role, con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 58, in _get_role_info
    print(role + '\n' + con_el[role] + '\n')
TypeError: can only concatenate str (not "NoneType") to str
2026-05-17 21:20:56,096 | INFO     | uvicorn.access       | 127.0.0.1:48186 - "POST /chat/generate HTTP/1.1" 500
2026-05-17 21:20:56,097 | ERROR    | uvicorn.error        | Exception in ASGI application
Traceback (most recent call last):
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/uvicorn/protocols/http/h11_impl.py", line 410, in run_asgi
    result = await app(  # type: ignore[func-returns-value]
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/uvicorn/middleware/proxy_headers.py", line 60, in __call__
    return await self.app(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/applications.py", line 1160, in __call__
    await super().__call__(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/applications.py", line 107, in __call__
    await self.middleware_stack(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/middleware/errors.py", line 186, in __call__
    raise exc
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/middleware/errors.py", line 164, in __call__
    await self.app(scope, receive, _send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/middleware/exceptions.py", line 63, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/middleware/asyncexitstack.py", line 18, in __call__
    await self.app(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/routing.py", line 716, in __call__
    await self.middleware_stack(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/routing.py", line 736, in app
    await route.handle(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/routing.py", line 290, in handle
    await self.app(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/routing.py", line 130, in app
    await wrap_app_handling_exceptions(app, request)(scope, receive, send)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
    raise exc
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/routing.py", line 116, in app
    response = await f(request)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/routing.py", line 670, in app
    raw_response = await run_endpoint_function(
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/fastapi/routing.py", line 326, in run_endpoint_function
    return await run_in_threadpool(dependant.call, **values)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/starlette/concurrency.py", line 32, in run_in_threadpool
    return await anyio.to_thread.run_sync(func)
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/anyio/to_thread.py", line 63, in run_sync
    return await get_async_backend().run_sync_in_worker_thread(
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 2502, in run_sync_in_worker_thread
    return await future
  File "/mnt/windows/Programs/ProgramingProjects/Python/venvs/ml310/lib/python3.10/site-packages/anyio/_backends/_asyncio.py", line 986, in run
    result = context.run(func, *args)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/server.py", line 32, in generate_chat_response
    result = chat(context.context)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/chat_module.py", line 19, in __call__
    result = self.model(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 64, in __call__
    promt = self._preprocess(x)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 37, in _preprocess
    final_context += self._distribute_roller(con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 46, in _distribute_roller
    promt += self._get_role_info(role, con_el)
  File "/mnt/windows/Programs/ProgramingProjects/Python/projects/AGAT_System/chat/side_llm_pipeline/side_model.py", line 58, in _get_role_info
    print(role + '\n' + con_el[role] + '\n')
TypeError: can only concatenate str (not "NoneType") to str
2026-05-17 21:23:23,994 | INFO     | uvicorn.error        | Shutting down
2026-05-17 21:23:24,095 | INFO     | uvicorn.error        | Waiting for application shutdown.
2026-05-17 21:23:24,095 | INFO     | uvicorn.error        | Application shutdown complete.
2026-05-17 21:23:24,096 | INFO     | uvicorn.error        | Finished server process [6657]
2026-05-17 21:23:24,111 | DEBUG    | httpcore.connection  | close.started
2026-05-17 21:23:24,111 | DEBUG    | httpcore.connection  | close.complete
